,1239-5-10-16S,1250-5-10-16S,13-5-10-16S,1338-5-10-16S,1387-5-10-16S,522-5-10-16S,672-5-10-16S,717-5-10-16S,856-5-10-16S,98-5-10-16S,1859-5-10-16S,1601-5-10-16S,1619-5-10-16S,1832-5-10-16S,1850-5-10-16S,1875-5-10-16S,1973-5-10-16S,2355-5-10-16S,2398-5-10-16S,2500-5-10-16S,2352-5-10-16S,2537-5-10-16S,2597-5-10-16S,2629-5-10-16S,2893-5-10-16S,2923-5-10-16S,2869-5-10-16S,3239-5-10-16S,3381-5-10-16S,3409-5-10-16S,3667-5-10-16S,3682-5-10-16S,3779-5-10-16S,3907-5-10-16S,473-5-10-16S,554-5-10-16S
ASV11092,0,0,0,0,0,0,0,0,0,0,0.00054407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11093,0,0,0,0,0,0,0,0,0,0,0.000388621,0,0,0,0.000537988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV111,0.001243472,0,0,0.001509935,0,0.002047019,0.003515711,0,0.00276303,0,0,0,0,0,0,0.003255866,0,0.001662649,0.001086282,0,0.003692762,0,0.00087146,0.00170911,0,0,0.000543076,0,0,0,0.000704995,0,0,0,0,0.000677835
ASV1110,0,0,0,0,0,0,0,0,0,0.001642807,0.001165864,0.000551075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001333004,0,0,0,0.000387747,0.001521212,0,0,0,0
ASV11103,0,0,0,0,0,0,0,0,0,0,0,0,0.000695518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1111,0,0,0,0,0,0,0,0.001410751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117679,0,0,0,0,0.000710732,0,0,0,0,0,0
ASV11116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201106,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11117,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11118,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11119,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1112,0,0,0,0.001026756,0,0.001302649,0.000494397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11120,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11121,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11122,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11123,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11124,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11125,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11126,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11127,0,0,0,0,0,0,0,0,0,0,0,0.000701368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1113,0,0,0,0,0,0.000992494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1114,0,0,0,0,0,0.00210905,0.000439464,0,0,0,0,0,0,0,0,0,0,0,0.000362094,0,0,0,0.000636836,0.003161853,0,0.00119964,0.000592446,0,0,0,0,0,0,0,0,0
ASV11142,0,0,0,0,0,0,0,0,0,0,0,0,0.000540958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11143,0,0,0,0,0,0,0,0,0,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11144,0,0,0,0,0,0,0,0,0,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11146,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11147,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11148,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11149,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11150,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11151,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11152,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11153,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11154,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11155,0,0,0,0,0,0,0,0,0,0,0,0,0.001081917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11156,0,0,0,0,0,0,0,0,0,0,0,0,0.000695518,0,0,0,0,0,0,0.000413702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003319896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003319896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000634495,0,0,0,0,0
ASV11170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001134044,0,0
ASV11176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000478211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281706,0,0,0,0
ASV1118,0.001927381,0,0,0.001268346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000827643,0.001158365,0,0,0.000972013,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148112,0,0,0,0,0,0,0,0,0
ASV11187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05E-05,0,0,0,0,0
ASV1119,0,0,0,0,0,0,0,0,0,0.003285614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001382375,0,0,0,0,0.001014142,0,0,0,0
ASV11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000633656,0,0,0,0,0,0,0,0,0,0,0
ASV11194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV112,0,0,0,0,0,0,0,0,0.000866833,0.002268638,0.001321312,0.001001954,0,0,0.001494411,0.00269451,0.002013648,0,0.00181047,0,0,0,0.001240154,0,0,0,0.001135522,0.002077742,0.001677477,0,0.000669745,0.001577554,0,0,0.007789417,0
ASV1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002919052,0,0,0,0,0,0,0,0,0,0,0,0.001818024,0,0,0,0,0,0,0,0
ASV11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001571797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000785899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000673627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001566171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000894955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05E-05,0,0,0,0,0
ASV1121,0,0,0,0,0,0,0,0,0.000487593,0,0,0.000751465,0,0,0,0,0,0,0.000569005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000532584
ASV11217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519436,0,0,0,0,0,0,0,0
ASV11218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001163854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001163854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001195529,0,0,0,0,0,0,0,0,0,0,0,0.000641817,0,0,0,0,0.00140853,0,0,0,0
ASV11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001163854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1123,0,0,0,0,0,0,0,0.00022275,0,0.000312916,0.000233173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000987411,0,0,0,0,0.000225365,0,0,0,0
ASV11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296223,0,0,0,0,0,0,0,0,0
ASV11237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268141,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1124,6.22E-05,0,0,6.04E-05,0,6.20E-05,0,0,0.000975187,0,0,0,0,0,0.000239106,0.001908611,0,0,5.17E-05,0,0.000738552,0,0,8.55E-05,0,1.00E-04,0,0,0,0,0,0,0,0,0,0
ASV11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000724188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362094,0,0,0,0,0,0,0,0,0,0,0,0.000246748,0,0,0,0,0
ASV11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000206911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000888669,0.001125444,0,0,0,0.000676094,0,0,0,0
ASV1126,0,0.00120912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002717699,0,0,0
ASV11267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001158365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001158365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001158365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004268437,0,0,0,0,0,0.002151249,0,0,0,0.001367288,0.00353037,0,0,0,0,0,0.000810744,0,0,0,0,0
ASV11270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248221,0,0,0.000201106,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000923191,0,0,0,0,0,0.000444335,0,0,0,0,0,0,0,0,0
ASV11273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000923191,0,0,0,0,0,0.000444335,0,0,0,0,0,0,0,0,0
ASV1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001471734,0.001677477,0,0,0,0.002151512,0,0,0
ASV11280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002073153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002073153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000740412,0.000301659,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1129,0,0.00080608,0.00269438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000469248,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268141,0,0.000543134,0,0,0,0,0,0,0,0,0,0,0
ASV11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201106,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001196377,0,0,0,0,0,0,0,0,0,0,0,0
ASV11297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001196377,0,0,0,0,0,0,0,0,0,0,0,0
ASV113,0.004725193,0,0,0.001570333,0,0.002295143,0.000823995,0,0.000975187,0,0,0,0,0.002371354,0.002630163,0.00089817,0,0.001995178,0.001603559,0.004302499,0,0.007700281,0.00100553,0.001538199,0.001991491,0.00279916,0,0,0,0.011574779,0.005992457,0,0,0,0,0.000774668
ASV1130,0,0,0,0,0,0,0,0,0.001787843,0.001642807,0,0,0,0,0,0,0.003467949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009669621,0
ASV11307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001267312,0,0,0,0,0,0,0,0,0,0,0
ASV11308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001267312,0,0,0,0,0,0,0,0,0,0,0
ASV11309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001267312,0,0,0,0,0,0,0,0,0,0,0
ASV1131,0.001429993,0,0,0.000181192,0.000682128,0,0,0,0,0,0,0,0,0,0,0,0.001789909,0,0,0.000330961,0.001846381,0,0.000301659,0,0.001719924,0,0.000296223,0,0,0,7.05E-05,0,0,0,0,4.84E-05
ASV11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000633656,0,0,0,0,0,0.000246748,0,0,0,0,0
ASV11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271567,0,0,0,0,0,0,0,0,0,0,0
ASV11312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139958,0,0,0,0,0,0,0,0,0,0
ASV11313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139958,0,0,0,0,0,0,0,0,0,0
ASV11314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139958,0,0,0,0,0,0,0,0,0,0
ASV11315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002770323,0,0,0,0,0,0,0,0
ASV11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV11329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000691187,0,0,0,0,0,0,0,0,0
ASV1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281998,0,0,0,0,0
ASV11330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345594,0,0,0,0,0,0,0,0,0
ASV11335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000559159,0,0,0,0,0,0,0
ASV1134,0,0,0,0.000966359,0,0,0,0,0,0,0.000388621,0.000100195,0,0,0.000239106,0,0,0,0.000982826,0,0.007200886,0,0.000201106,0,0,0,0.000197482,0,0.000447327,0,0,0.000338047,0.000566187,0,0.000537201,0.000919919
ASV11343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000670991,0,0,0,0,0,0,0
ASV11347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000484168
ASV11348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246748,0.000225365,0,0,0,0
ASV1135,0.000435215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748192,0.000569005,0,0,0,0.000636836,0,0.00117679,0,0.000592446,0,0,0,0,0,0,0,0,0.001113586
ASV1136,0,0,0.001231717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001125444,0,0,0,0,0,0,0,0
ASV11364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000606008,0,0,0,0,0,0,0,0
ASV11366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000952299,0,0,0,0,0,0,0,0
ASV11367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212016,0,0,0,0,0,0,0,0
ASV11368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212016,0,0,0,0,0,0,0,0
ASV11369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212016,0,0,0,0,0,0,0,0
ASV1137,0.000932604,0,0,0,0,0.000992494,0.001318392,0,0,0,0,0,0,0,0,0.00179634,0,0,0,0,0,0,0,0.002734575,0,0,0.000740558,0,0,0,0.000352497,0,0,0,0,0
ASV11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212016,0,0,0,0,0,0,0,0
ASV11371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212016,0,0,0,0,0,0,0,0
ASV11372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212016,0,0,0,0,0,0,0,0
ASV11373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001212016,0,0,0,0,0,0,0,0
